episode_seed,split,pattern_index,layer_index,mode,intensity_loss_rate
97,train,0,3,2,0.021312908338372127
97,train,0,3,3,0.01334020888137587
97,train,0,4,0,0.0027081277773574313
97,train,0,4,1,0.006122997272718705
97,train,0,4,2,0.012519109723138617
97,train,0,4,3,0.004221797700274081
97,train,1,0,0,0.020332421640395434
97,train,1,0,1,0.013167027261854366
97,train,1,0,2,0.011168013958053485
97,train,1,0,3,0.012890863878371652
97,train,1,1,0,0.014373564673365126
97,train,1,1,1,0.009619353900657919
97,train,1,1,2,0.012165945195887441
97,train,1,1,3,0.006788711139332202
97,train,1,2,0,0.013149337253723758
97,train,1,2,1,0.010077166103038918
97,train,1,2,2,0.00851575349848193
97,train,1,2,3,0.005305007937986472
97,train,1,3,0,0.01428384433460951
97,train,1,3,1,0.01671517897680077
97,train,1,3,2,0.015551950977612142
97,train,1,3,3,0.015806310742920493
97,train,1,4,0,0.011681253498305753
97,train,1,4,1,0.010309298097744318
97,train,1,4,2,0.012336472447207932
97,train,1,4,3,0.013748457230739149
97,train,2,0,0,0.011741934814919518
97,train,2,0,1,0.010909649977659057
97,train,2,0,2,0.009095026481686353
97,train,2,0,3,0.011416187501688133
97,train,2,1,0,0.011735950153441805
97,train,2,1,1,0.009681075209314943
97,train,2,1,2,0.01085699872189334
97,train,2,1,3,0.01250949911928436
97,train,2,2,0,0.008565008674020073
97,train,2,2,1,0.003876576859747717
97,train,2,2,2,0.00857047177094538
97,train,2,2,3,0.004474473384884369
97,train,2,3,0,0.017027330910548772
97,train,2,3,1,0.011645376491175455
97,train,2,3,2,0.012628126890893633
97,train,2,3,3,0.01747526495244136
97,train,2,4,0,0.010785116771925644
97,train,2,4,1,0.012610818535032015
97,train,2,4,2,0.015266197620508919
97,train,2,4,3,0.01181858718912219
97,train,3,0,0,0.009231761066460937
97,train,3,0,1,0.008999387190912462
97,train,3,0,2,0.012143841825249559
97,train,3,0,3,0.005598201705028555
97,train,3,1,0,0.011209505569226123
97,train,3,1,1,0.011299514468770129
97,train,3,1,2,0.012307719840177983
97,train,3,1,3,0.01389398030140737
97,train,3,2,0,0.011819212981487054
97,train,3,2,1,0.0146739417728374
97,train,3,2,2,0.016026761417629674
97,train,3,2,3,0.014894739746452746
97,train,3,3,0,0.00962174270387454
97,train,3,3,1,0.008232178973289605
97,train,3,3,2,0.01800845841793918
97,train,3,3,3,0.007042875715340949
97,train,3,4,0,0.009279644904616012
97,train,3,4,1,0.01618828784239399
97,train,3,4,2,0.004597725665701726
97,train,3,4,3,0.010542699148681941
97,train,4,0,0,0.018148370694236624
97,train,4,0,1,0.01653248346604137
97,train,4,0,2,0.017801061217643462
97,train,4,0,3,0.01896172578603762
97,train,4,1,0,0.013266301812795802
97,train,4,1,1,0.010492336094569062
97,train,4,1,2,0.0069133888140655905
97,train,4,1,3,0.009030937243075566
97,train,4,2,0,0.011207428466567304
97,train,4,2,1,0.012895353731923489
97,train,4,2,2,0.009968089617279803
97,train,4,2,3,0.014650405520601569
97,train,4,3,0,0.014335316471073698
97,train,4,3,1,0.013147801893538627
97,train,4,3,2,0.011861857173845894
97,train,4,3,3,0.007198150428777965
97,train,4,4,0,0.005023940398948049
97,train,4,4,1,0.009070715973553398
97,train,4,4,2,0.015597508463027014
97,train,4,4,3,0.013428601853439493
97,train,5,0,0,0.002
97,train,5,0,1,0.00971745391845746
97,train,5,0,2,0.010400145316754218
97,train,5,0,3,0.005912830317861848
97,train,5,1,0,0.020234990071133583
97,train,5,1,1,0.013398086235879052
97,train,5,1,2,0.012693356144816221
97,train,5,1,3,0.015127778222345702
97,train,5,2,0,0.013436838310240801
97,train,5,2,1,0.010870643122533347
97,train,5,2,2,0.011770096560793149
97,train,5,2,3,0.00926335372478617
97,train,5,3,0,0.016643805414613397
97,train,5,3,1,0.006572113500647875
97,train,5,3,2,0.010036329878976026
97,train,5,3,3,0.007554521501973166
97,train,5,4,0,0.010779639612183579
97,train,5,4,1,0.01412000612483885
97,train,5,4,2,0.013890632034137361
97,train,5,4,3,0.011545649796287357
97,train,6,0,0,0.01519831871498731
97,train,6,0,1,0.010590018072671441
97,train,6,0,2,0.013825848682682818
97,train,6,0,3,0.010900265537506948
97,train,6,1,0,0.009598798399206247
97,train,6,1,1,0.006813040132224698
97,train,6,1,2,0.008344739166972197
97,train,6,1,3,0.008492186656088422
97,train,6,2,0,0.011313973369556531
97,train,6,2,1,0.005946131289730755
97,train,6,2,2,0.019596130430909704
97,train,6,2,3,0.00820942731807217
97,train,6,3,0,0.01262538691640484
97,train,6,3,1,0.010471092697366144
97,train,6,3,2,0.01335140863541441
97,train,6,3,3,0.015454274432260672
97,train,6,4,0,0.014237833388369299
97,train,6,4,1,0.018899556338816636
97,train,6,4,2,0.01732908599944659
97,train,6,4,3,0.010202151727998317
97,train,7,0,0,0.0038672206202559284
97,train,7,0,1,0.0095446442060288
97,train,7,0,2,0.009779357823531704
97,train,7,0,3,0.01354985351078281
97,train,7,1,0,0.00600597229360355
97,train,7,1,1,0.007166011091716773
97,train,7,1,2,0.009804123382271733
97,train,7,1,3,0.01639661504234916
97,train,7,2,0,0.014276927575312641
97,train,7,2,1,0.01162818119754711
97,train,7,2,2,0.01127871395433286
97,train,7,2,3,0.007812620703916109
97,train,7,3,0,0.00725616323742828
97,train,7,3,1,0.012131813683598652
97,train,7,3,2,0.01433027223000091
97,train,7,3,3,0.013973758443659529
97,train,7,4,0,0.01651318069279389
97,train,7,4,1,0.019210299669323715
97,train,7,4,2,0.020178682276326774
97,train,7,4,3,0.014345829840431566
97,train,8,0,0,0.008136291898028523
97,train,8,0,1,0.004929038157247093
97,train,8,0,2,0.009737369114823249
97,train,8,0,3,0.011086395209222954
97,train,8,1,0,0.020275342329080293
97,train,8,1,1,0.018419723418714312
97,train,8,1,2,0.018875326615003758
97,train,8,1,3,0.01509840515346637
97,train,8,2,0,0.013178121646690643
97,train,8,2,1,0.011944568035072703
97,train,8,2,2,0.019118764913240806
97,train,8,2,3,0.012395794987193653
97,train,8,3,0,0.016057048950695596
97,train,8,3,1,0.016222677702117716
97,train,8,3,2,0.005784343445225466
97,train,8,3,3,0.00819102076646675
97,train,8,4,0,0.009896156798305746
97,train,8,4,1,0.006008903486968559
97,train,8,4,2,0.010504261540752798
97,train,8,4,3,0.0035462824893831716
97,train,9,0,0,0.005210245384694027
97,train,9,0,1,0.01175005674520322
97,train,9,0,2,0.012306176619093839
97,train,9,0,3,0.011682447464402392
97,train,9,1,0,0.01264837477280626
97,train,9,1,1,0.01138557046770701
97,train,9,1,2,0.011412022243570347
97,train,9,1,3,0.014761278314469238
97,train,9,2,0,0.009236348060851725
97,train,9,2,1,0.010005350001020243
97,train,9,2,2,0.011628757735018326
97,train,9,2,3,0.012997471794208654
97,train,9,3,0,0.010872468091867364
97,train,9,3,1,0.009854414683119093
97,train,9,3,2,0.014461083722127472
97,train,9,3,3,0.007826441883627687
97,train,9,4,0,0.01328896213508818
97,train,9,4,1,0.01950114227143685
97,train,9,4,2,0.01241724183908344
97,train,9,4,3,0.016601121050343386
97,train,10,0,0,0.008269377624169617
97,train,10,0,1,0.00947080129506489
97,train,10,0,2,0.010284609821215757
97,train,10,0,3,0.0069637908742163825
97,train,10,1,0,0.002
97,train,10,1,1,0.009484917446017743
97,train,10,1,2,0.011165421075824305
97,train,10,1,3,0.008571690868068322
97,train,10,2,0,0.01618520831640294
97,train,10,2,1,0.013370517010865031
97,train,10,2,2,0.011354713350925525
97,train,10,2,3,0.013980674810027061
97,train,10,3,0,0.010952460023782022
97,train,10,3,1,0.014904954422495741
97,train,10,3,2,0.008080164655870841
97,train,10,3,3,0.014647984210264298
97,train,10,4,0,0.014882189634193617
97,train,10,4,1,0.00270729740154038
97,train,10,4,2,0.007221713986060959
97,train,10,4,3,0.011286222267778822
97,train,11,0,0,0.014128609858238824
97,train,11,0,1,0.011813723063512832
97,train,11,0,2,0.012134891371209674
97,train,11,0,3,0.012673964599883462
97,train,11,1,0,0.014044080069853833
97,train,11,1,1,0.011029712962447187
97,train,11,1,2,0.013526992396247037
97,train,11,1,3,0.011432083950133363
97,train,11,2,0,0.007640938857210559
97,train,11,2,1,0.015824971573686408
97,train,11,2,2,0.009003284915563134
97,train,11,2,3,0.008028212141777258
97,train,11,3,0,0.01785165042153699
97,train,11,3,1,0.016135195311785765
97,train,11,3,2,0.010124005513473897
97,train,11,3,3,0.013970044368617002
97,train,11,4,0,0.010503470531623305
97,train,11,4,1,0.011156295578013875
97,train,11,4,2,0.01577784267867379
97,train,11,4,3,0.017656260880482142
97,train,12,0,0,0.010204065266465903
97,train,12,0,1,0.0070087722495527395
97,train,12,0,2,0.0040173901551894325
97,train,12,0,3,0.012943002697731423
97,train,12,1,0,0.012430162168131238
97,train,12,1,1,0.013454979470992107
97,train,12,1,2,0.016522584978895704
97,train,12,1,3,0.01366511545346597
97,train,12,2,0,0.003590089880032555
97,train,12,2,1,0.009019472741522896
97,train,12,2,2,0.012729258442599953
97,train,12,2,3,0.00982606289627041
97,train,12,3,0,0.0183411529770048
97,train,12,3,1,0.01696964499135264
97,train,12,3,2,0.008824775619502404
97,train,12,3,3,0.011257205060943886
97,train,12,4,0,0.011155355721193026
97,train,12,4,1,0.008861700686248477
97,train,12,4,2,0.01443365706253859
97,train,12,4,3,0.00518007472031914
97,train,13,0,0,0.011241588965475963
97,train,13,0,1,0.005785099371435405
97,train,13,0,2,0.006478116473159362
97,train,13,0,3,0.008236957835316546
97,train,13,1,0,0.011045382807609711
97,train,13,1,1,0.011668547261979993
97,train,13,1,2,0.0077443840040623355
97,train,13,1,3,0.01305171233824666
97,train,13,2,0,0.012251560576462196
97,train,13,2,1,0.014525534993873544
97,train,13,2,2,0.017175039122138122
97,train,13,2,3,0.011714530733745801
97,train,13,3,0,0.013431094425035862
97,train,13,3,1,0.014912348321632784
97,train,13,3,2,0.014653431146365813
97,train,13,3,3,0.016420596133381246
97,train,13,4,0,0.01199814498409787
97,train,13,4,1,0.012486142729702665
97,train,13,4,2,0.012718538448102884
97,train,13,4,3,0.010997905231369294
97,train,14,0,0,0.021207428310614555
97,train,14,0,1,0.013151824435281482
97,train,14,0,2,0.0182404120256884
97,train,14,0,3,0.01839155860958478
97,train,14,1,0,0.01549109414219679
97,train,14,1,1,0.013258216300910047
97,train,14,1,2,0.016296397288424278
97,train,14,1,3,0.012982604677810565
97,train,14,2,0,0.01210792441843839
97,train,14,2,1,0.014180400006608439
97,train,14,2,2,0.012727358948402481
97,train,14,2,3,0.014865200774607032
97,train,14,3,0,0.01800114598262405
97,train,14,3,1,0.01237841367575342
97,train,14,3,2,0.017622896226365873
97,train,14,3,3,0.015080345955754231
97,train,14,4,0,0.00998232817799459
97,train,14,4,1,0.006150216686848867
97,train,14,4,2,0.00927250574153302
97,train,14,4,3,0.01488428973330561
97,train,15,0,0,0.010485338133972781
97,train,15,0,1,0.008470610144672586
97,train,15,0,2,0.007843257905991443
97,train,15,0,3,0.0066820751113752744
97,train,15,1,0,0.005370638262139055
97,train,15,1,1,0.013546339096195901
97,train,15,1,2,0.017813413942766552
97,train,15,1,3,0.014772871982992826
97,train,15,2,0,0.01136153092655267
97,train,15,2,1,0.011692498236219024
97,train,15,2,2,0.011425792913529164
97,train,15,2,3,0.01265105694167773
97,train,15,3,0,0.011368493803852455
97,train,15,3,1,0.009415275174117093
97,train,15,3,2,0.012417709348410182
97,train,15,3,3,0.008714182775709688
97,train,15,4,0,0.010551115432136226
97,train,15,4,1,0.008711497807057168
97,train,15,4,2,0.013670586081586219
97,train,15,4,3,0.01005842579334881
97,heldout,0,0,0,0.04674442163245897
97,heldout,0,0,1,0.04525225977136614
97,heldout,0,0,2,0.03755841383984848
97,heldout,0,0,3,0.05460568814822013
97,heldout,0,1,0,0.05589967192727563
97,heldout,0,1,1,0.038547140417715155
97,heldout,0,1,2,0.03512230594393689
97,heldout,0,1,3,0.03232046692562496
97,heldout,0,2,0,0.028710489301220738
97,heldout,0,2,1,0.01602397348516578
97,heldout,0,2,2,0.027794328294401392
97,heldout,0,2,3,0.028443510555659537
97,heldout,0,3,0,0.04017624041481735
97,heldout,0,3,1,0.019974602555526945
97,heldout,0,3,2,0.0225162193056964
97,heldout,0,3,3,0.039501233524101925
97,heldout,0,4,0,0.039962494958345085
97,heldout,0,4,1,0.017073324249843976
97,heldout,0,4,2,0.0354030067729898
97,heldout,0,4,3,0.025259659682171795
97,heldout,1,0,0,0.03354679183065962
97,heldout,1,0,1,0.033516310728513805
97,heldout,1,0,2,0.025280541204268748
97,heldout,1,0,3,0.029701526858843807
97,heldout,1,1,0,0.045849878658638
97,heldout,1,1,1,0.030976058908412003
97,heldout,1,1,2,0.02227992010808764
97,heldout,1,1,3,0.031203326030425547
97,heldout,1,2,0,0.03674728567999046
97,heldout,1,2,1,0.024025266051405383
97,heldout,1,2,2,0.030660018213415456
97,heldout,1,2,3,0.0454319989331444
97,heldout,1,3,0,0.03797992101080893
97,heldout,1,3,1,0.026992848924107596
97,heldout,1,3,2,0.04339804026821027
97,heldout,1,3,3,0.022367372857297396
97,heldout,1,4,0,0.04394756621061331
97,heldout,1,4,1,0.02247408368237097
97,heldout,1,4,2,0.020326662760572208
97,heldout,1,4,3,0.036165084632810526
97,heldout,2,0,0,0.03721477419394065
97,heldout,2,0,1,0.010069440969523329
97,heldout,2,0,2,0.020431446260654136
97,heldout,2,0,3,0.022244796006927033
97,heldout,2,1,0,0.035320547054508
97,heldout,2,1,1,0.03319428656407238
97,heldout,2,1,2,0.027677392026413148
97,heldout,2,1,3,0.023789013405471106
97,heldout,2,2,0,0.051155519473499556
97,heldout,2,2,1,0.0334945868881122
97,heldout,2,2,2,0.03105764217029129
97,heldout,2,2,3,0.03645774689418676
97,heldout,2,3,0,0.04215774963009426
97,heldout,2,3,1,0.03017370924705416
97,heldout,2,3,2,0.03956813773035947
97,heldout,2,3,3,0.04096557992627295
97,heldout,2,4,0,0.04729165539450264
97,heldout,2,4,1,0.034098862505086355
97,heldout,2,4,2,0.042073635797254566
97,heldout,2,4,3,0.054109834798289305
97,heldout,3,0,0,0.04272895624132009
97,heldout,3,0,1,0.03960691740548086
97,heldout,3,0,2,0.023150589210088748
97,heldout,3,0,3,0.029619725336164804
97,heldout,3,1,0,0.039961423100206075
97,heldout,3,1,1,0.018994474542836162
97,heldout,3,1,2,0.04111169404416154
97,heldout,3,1,3,0.04097647470789943
97,heldout,3,2,0,0.02170402225090683
97,heldout,3,2,1,0.025754275100853707
97,heldout,3,2,2,0.03440213592612085
97,heldout,3,2,3,0.031937579106055575
97,heldout,3,3,0,0.056658625339675056
97,heldout,3,3,1,0.031479645862689115
97,heldout,3,3,2,0.01461732626184548
97,heldout,3,3,3,0.037631341929779204
97,heldout,3,4,0,0.0392937516822687
97,heldout,3,4,1,0.043768353682624384
97,heldout,3,4,2,0.04332663195882615
97,heldout,3,4,3,0.026771192963596247
97,heldout,4,0,0,0.04474441767080099
97,heldout,4,0,1,0.018741512283711886
97,heldout,4,0,2,0.021639900940858752
97,heldout,4,0,3,0.05565806260861607
97,heldout,4,1,0,0.044955601104676904
97,heldout,4,1,1,0.03792440951111707
97,heldout,4,1,2,0.0350309977071248
97,heldout,4,1,3,0.06221948180805303
97,heldout,4,2,0,0.05341691495078993
97,heldout,4,2,1,0.03736012739657597
97,heldout,4,2,2,0.027758370594560672
97,heldout,4,2,3,0.047973951668789476
97,heldout,4,3,0,0.04385996858633241
97,heldout,4,3,1,0.030140243614683954
97,heldout,4,3,2,0.05492527960372831
97,heldout,4,3,3,0.04138078787727149
97,heldout,4,4,0,0.02275887985555617
97,heldout,4,4,1,0.021391950083075394
97,heldout,4,4,2,0.008
97,heldout,4,4,3,0.022437348144466195
97,heldout,5,0,0,0.07178178172847549
97,heldout,5,0,1,0.06235731795260563
97,heldout,5,0,2,0.05735961665140192
97,heldout,5,0,3,0.06505441107686324
97,heldout,5,1,0,0.03613081993914111
97,heldout,5,1,1,0.030850060470505085
97,heldout,5,1,2,0.018566277003058504
97,heldout,5,1,3,0.041667384418223465
97,heldout,5,2,0,0.04082855007396893
97,heldout,5,2,1,0.039521054827499506
97,heldout,5,2,2,0.046956765432003236
97,heldout,5,2,3,0.04637397559471218
97,heldout,5,3,0,0.034119316593935425
97,heldout,5,3,1,0.02876121717809753
97,heldout,5,3,2,0.03200389088638089
97,heldout,5,3,3,0.028860463338706635
97,heldout,5,4,0,0.03094921222971948
97,heldout,5,4,1,0.008209640444829747
97,heldout,5,4,2,0.016507227756690078
97,heldout,5,4,3,0.02834382348778717
97,heldout,6,0,0,0.039031851078688604
97,heldout,6,0,1,0.033213351396529214
97,heldout,6,0,2,0.01605037919801444
97,heldout,6,0,3,0.02129419841438622
97,heldout,6,1,0,0.06050554515487455
97,heldout,6,1,1,0.020914782734517294
97,heldout,6,1,2,0.029436721683876253
97,heldout,6,1,3,0.026900118451821244
97,heldout,6,2,0,0.04845188984128433
97,heldout,6,2,1,0.04572264571925126
97,heldout,6,2,2,0.038990625461328934
97,heldout,6,2,3,0.04530475615869002
97,heldout,6,3,0,0.022697219729851868
97,heldout,6,3,1,0.008
97,heldout,6,3,2,0.02364814991304798
97,heldout,6,3,3,0.01831119009295435
97,heldout,6,4,0,0.0431592255392631
97,heldout,6,4,1,0.04814660867322672
97,heldout,6,4,2,0.03411933386953832
97,heldout,6,4,3,0.048595088011067364
97,heldout,7,0,0,0.0450485897056085
97,heldout,7,0,1,0.02883997062909616
97,heldout,7,0,2,0.045204053812354095
97,heldout,7,0,3,0.04797317663413104
97,heldout,7,1,0,0.04321309686648209
97,heldout,7,1,1,0.034201635619194065
97,heldout,7,1,2,0.05309865970743269
97,heldout,7,1,3,0.03896946409168098
97,heldout,7,2,0,0.04713255528710579
97,heldout,7,2,1,0.0328487916298257
97,heldout,7,2,2,0.04651146073156509
97,heldout,7,2,3,0.04205507164558315
97,heldout,7,3,0,0.03456144424221427
97,heldout,7,3,1,0.024337926305557422
97,heldout,7,3,2,0.045357664063022815
97,heldout,7,3,3,0.02262096472151896
97,heldout,7,4,0,0.03906788293089758
97,heldout,7,4,1,0.03583281827166043
97,heldout,7,4,2,0.032927687066026314
97,heldout,7,4,3,0.05881106354090777
97,heldout,8,0,0,0.04103796744413711
97,heldout,8,0,1,0.054397764762287
97,heldout,8,0,2,0.025298343562595207
97,heldout,8,0,3,0.05010213913244941
97,heldout,8,1,0,0.053178805665178505
97,heldout,8,1,1,0.026420674624243724
97,heldout,8,1,2,0.033420495564670416
97,heldout,8,1,3,0.05460026306588029
97,heldout,8,2,0,0.053271649069641935
97,heldout,8,2,1,0.03683306181248179
97,heldout,8,2,2,0.04495589888985592
97,heldout,8,2,3,0.05179699919536014
97,heldout,8,3,0,0.04216370989511939
97,heldout,8,3,1,0.03943838671112214
97,heldout,8,3,2,0.030484745184415882
97,heldout,8,3,3,0.03981473941150652
97,heldout,8,4,0,0.03663514369268113
97,heldout,8,4,1,0.03849688439131019
97,heldout,8,4,2,0.038261372686827916
97,heldout,8,4,3,0.03199520087550527
97,heldout,9,0,0,0.04423048635647667
97,heldout,9,0,1,0.02874517949537102
97,heldout,9,0,2,0.034700942579929415
97,heldout,9,0,3,0.037613732316789175
97,heldout,9,1,0,0.046068327700115236
97,heldout,9,1,1,0.03590690852134644
97,heldout,9,1,2,0.04614440435640832
97,heldout,9,1,3,0.03272421040780118
97,heldout,9,2,0,0.04460638969038801
97,heldout,9,2,1,0.034618175700056
97,heldout,9,2,2,0.029946074705366487
97,heldout,9,2,3,0.030479534741988033
97,heldout,9,3,0,0.048841980830327036
97,heldout,9,3,1,0.051665528901175775
97,heldout,9,3,2,0.03937986866776537
97,heldout,9,3,3,0.050684342747310436
97,heldout,9,4,0,0.04522703062713754
97,heldout,9,4,1,0.027445286034622193
97,heldout,9,4,2,0.030184791379668632
97,heldout,9,4,3,0.03969708789016944
97,heldout,10,0,0,0.03341237680012616
97,heldout,10,0,1,0.02589833294191372
97,heldout,10,0,2,0.030012663770827633
97,heldout,10,0,3,0.01927375944989236
97,heldout,10,1,0,0.049008545975048445
97,heldout,10,1,1,0.017165001335766983
97,heldout,10,1,2,0.03191382204504245
97,heldout,10,1,3,0.03740140198788644
97,heldout,10,2,0,0.024329735072529418
97,heldout,10,2,1,0.02893009398230972
97,heldout,10,2,2,0.0359621161129991
97,heldout,10,2,3,0.03735059620175719
97,heldout,10,3,0,0.05743578925624779
97,heldout,10,3,1,0.06019760385797719
97,heldout,10,3,2,0.026230725197084026
97,heldout,10,3,3,0.04982896580508294
97,heldout,10,4,0,0.046169114896655886
97,heldout,10,4,1,0.0341851630723392
97,heldout,10,4,2,0.041962902374130154
97,heldout,10,4,3,0.04441669288614391
97,heldout,11,0,0,0.04579143601695619
97,heldout,11,0,1,0.016660671530320553
97,heldout,11,0,2,0.036981913302750774
97,heldout,11,0,3,0.032142606355358774
97,heldout,11,1,0,0.03102001357494846
97,heldout,11,1,1,0.03742347449616998
97,heldout,11,1,2,0.027703871463911563
97,heldout,11,1,3,0.04258149403214151
97,heldout,11,2,0,0.02990278491087186
97,heldout,11,2,1,0.02649132181529153
97,heldout,11,2,2,0.02079965879258415
97,heldout,11,2,3,0.010523929045747539
97,heldout,11,3,0,0.0655028809852462
97,heldout,11,3,1,0.039636563238314645
97,heldout,11,3,2,0.041345940644626364
97,heldout,11,3,3,0.04440395829836662
97,heldout,11,4,0,0.06354539913528462
97,heldout,11,4,1,0.04438085873018519
97,heldout,11,4,2,0.03705370729464694
97,heldout,11,4,3,0.05173324570218911
97,heldout,12,0,0,0.05570809127535463
97,heldout,12,0,1,0.03831555406408008
97,heldout,12,0,2,0.037593465921804944
97,heldout,12,0,3,0.03614283928960421
97,heldout,12,1,0,0.02876038675648241
97,heldout,12,1,1,0.025319648347429752
97,heldout,12,1,2,0.01963823269366417
97,heldout,12,1,3,0.027532795990371988
97,heldout,12,2,0,0.03553144661027588
97,heldout,12,2,1,0.020752647632530995
97,heldout,12,2,2,0.009934948298837046
97,heldout,12,2,3,0.02973316211779146
97,heldout,12,3,0,0.03673846913560212
97,heldout,12,3,1,0.05007644495177317
97,heldout,12,3,2,0.04308306800348073
97,heldout,12,3,3,0.03647667606111411
97,heldout,12,4,0,0.038027181859944435
97,heldout,12,4,1,0.02414002830122433
97,heldout,12,4,2,0.029720138701762506
97,heldout,12,4,3,0.03623745615372213
97,heldout,13,0,0,0.06042360374007974
97,heldout,13,0,1,0.03906351323850159
97,heldout,13,0,2,0.03982484840753468
97,heldout,13,0,3,0.04173994724340974
97,heldout,13,1,0,0.058635669748000815
97,heldout,13,1,1,0.01814332083710992
97,heldout,13,1,2,0.030037618285087723
97,heldout,13,1,3,0.02063035528337491
97,heldout,13,2,0,0.051262222598432924
97,heldout,13,2,1,0.016236111707230234
97,heldout,13,2,2,0.019095783993555302
97,heldout,13,2,3,0.03240359833963358
97,heldout,13,3,0,0.03526338198370908
97,heldout,13,3,1,0.02926660563040711
97,heldout,13,3,2,0.027458760184020534
97,heldout,13,3,3,0.02133759037910235
97,heldout,13,4,0,0.05569118852124942
97,heldout,13,4,1,0.030048947115381395
97,heldout,13,4,2,0.0500878864646636
97,heldout,13,4,3,0.03871737743839618
97,heldout,14,0,0,0.04928356994482992
97,heldout,14,0,1,0.008251634416792455
97,heldout,14,0,2,0.021965337329182235
97,heldout,14,0,3,0.04246754366657631
97,heldout,14,1,0,0.03879425367593855
97,heldout,14,1,1,0.03565887036718485
97,heldout,14,1,2,0.04236156978739877
97,heldout,14,1,3,0.04836112044794065
97,heldout,14,2,0,0.04021114941217657
97,heldout,14,2,1,0.017533664125466225
97,heldout,14,2,2,0.034511270006825016
97,heldout,14,2,3,0.021701899625292467
97,heldout,14,3,0,0.05335105367006508
97,heldout,14,3,1,0.03511776961512102
97,heldout,14,3,2,0.03707243643188825
97,heldout,14,3,3,0.05002610355788809
97,heldout,14,4,0,0.04437544076959969
97,heldout,14,4,1,0.05263052475953913
97,heldout,14,4,2,0.05174019392742893
97,heldout,14,4,3,0.03171397916533435
97,heldout,15,0,0,0.05531838803902828
97,heldout,15,0,1,0.02725335402390513
97,heldout,15,0,2,0.045350737187558485
97,heldout,15,0,3,0.038004690942539596
97,heldout,15,1,0,0.047747892341364104
97,heldout,15,1,1,0.03393914428407512
97,heldout,15,1,2,0.046861040363480294
97,heldout,15,1,3,0.05650159242487798
97,heldout,15,2,0,0.04049442375881085
97,heldout,15,2,1,0.027758586155025033
97,heldout,15,2,2,0.03567073624381596
97,heldout,15,2,3,0.04521393336593444
97,heldout,15,3,0,0.04312045197592754
97,heldout,15,3,1,0.02608762110007717
97,heldout,15,3,2,0.035112948438154185
97,heldout,15,3,3,0.022436820149290937
97,heldout,15,4,0,0.035911411527195
97,heldout,15,4,1,0.01842386319919185
97,heldout,15,4,2,0.029425151629511512
97,heldout,15,4,3,0.015862410128493525
97,heldout,16,0,0,0.05044006666984245
97,heldout,16,0,1,0.04019903221820315
97,heldout,16,0,2,0.025827775174667784
97,heldout,16,0,3,0.03327786848539494
97,heldout,16,1,0,0.049306686120691334
97,heldout,16,1,1,0.01971949872072138
97,heldout,16,1,2,0.02483516887100063
97,heldout,16,1,3,0.02753894764652287
97,heldout,16,2,0,0.03384961328901773
97,heldout,16,2,1,0.015876198221758935
97,heldout,16,2,2,0.038685361166874224
97,heldout,16,2,3,0.03725422987990988
97,heldout,16,3,0,0.05075827004610549
97,heldout,16,3,1,0.023233759331013328
97,heldout,16,3,2,0.03465571773910077
97,heldout,16,3,3,0.04233306501281059
97,heldout,16,4,0,0.05085764281505291
97,heldout,16,4,1,0.03302464523363237
97,heldout,16,4,2,0.037455525466285736
97,heldout,16,4,3,0.03708608305329221
97,heldout,17,0,0,0.03390986693171292
97,heldout,17,0,1,0.015413496656849527
97,heldout,17,0,2,0.03346073582903648
97,heldout,17,0,3,0.03327614062826373
97,heldout,17,1,0,0.02541019121043315
97,heldout,17,1,1,0.017932378075755186
97,heldout,17,1,2,0.041532724495659104
97,heldout,17,1,3,0.02661052728239006
97,heldout,17,2,0,0.022451399163173655
97,heldout,17,2,1,0.036979086591483086
97,heldout,17,2,2,0.025003164025782506
97,heldout,17,2,3,0.03149705442542647
97,heldout,17,3,0,0.021876800969912166
97,heldout,17,3,1,0.024171422661874886
97,heldout,17,3,2,0.025044646135802946
97,heldout,17,3,3,0.036573493540319184
97,heldout,17,4,0,0.04869725790325696
97,heldout,17,4,1,0.023459949913797712
97,heldout,17,4,2,0.05328800770465454
97,heldout,17,4,3,0.05062809936131706
97,heldout,18,0,0,0.04797231247895632
97,heldout,18,0,1,0.01873552565198192
97,heldout,18,0,2,0.049305872431341644
97,heldout,18,0,3,0.03054384999939712
97,heldout,18,1,0,0.03223089157223247
97,heldout,18,1,1,0.017364914413316723
97,heldout,18,1,2,0.03680116027432266
97,heldout,18,1,3,0.050183155077931176
97,heldout,18,2,0,0.05496815539921995
97,heldout,18,2,1,0.041364482279637044
97,heldout,18,2,2,0.05350696667477084
97,heldout,18,2,3,0.05111613166389617
97,heldout,18,3,0,0.024256468270736107
97,heldout,18,3,1,0.027438015598106553
97,heldout,18,3,2,0.029677996867984644
97,heldout,18,3,3,0.03226217138544589
97,heldout,18,4,0,0.06268838459905772
97,heldout,18,4,1,0.01810112698661695
97,heldout,18,4,2,0.04075743378787146
97,heldout,18,4,3,0.0421953634838634
97,heldout,19,0,0,0.022083297476830268
97,heldout,19,0,1,0.027900483852972335
97,heldout,19,0,2,0.014134839580114897
97,heldout,19,0,3,0.030157176243070665
97,heldout,19,1,0,0.04285075658837885
97,heldout,19,1,1,0.026216682576001415
97,heldout,19,1,2,0.03275325617244887
97,heldout,19,1,3,0.03997047829156639
97,heldout,19,2,0,0.033022432168662685
